日期,时间段,计划购电_kWh,最终合同购电_kWh,充电_kWh,放电_kWh,紧急购电_kWh,弃电_kWh,电价_元每kWh,时段初SOC_kWh,时段末SOC_kWh
2025-04-21,23:30-23:40,1346.7462805640735,1346.7462805640735,784.0424472307404,0.0,3.410605131648481e-13,0.0,0.424,7457.888805677681,8163.527008185348
2025-04-21,23:40-23:50,568.6534743812248,568.6534743812248,2.2921743812245645,0.0,0.0,2.2737367544323206e-13,0.4271,8163.527008185348,8165.58996512845
2025-04-21,23:50-24:00,550.6149186889179,550.6149186889179,4.773252022250745,0.0,0.0,4.547473508864641e-13,0.4276,8165.58996512845,8169.885891948476
2025-04-22,00:00-00:10,1183.094676050626,1183.094676050626,623.2608093839593,0.0,-0.0,0.0,0.4248,8169.885891948476,8730.820620394039
2025-04-22,00:10-00:20,1366.7919453887976,1366.7919453887976,798.0128953887975,0.0,0.0,1.1368683772161603e-13,0.4245,8730.820620394039,9449.032226243957
2025-04-22,00:20-00:30,554.3999999999997,554.3999999999997,0.0,11.373333333333177,3.410605131648481e-13,0.0,0.4269,9449.032226243957,9436.39518920692
2025-04-22,00:30-00:40,557.5684016688487,557.5684016688487,0.0,26.452598331150877,5.684341886080801e-13,0.0,0.4272,9436.39518920692,9407.003413283419
2025-04-22,00:40-00:50,548.4376963642034,548.4376963642034,0.0,38.396420302462865,4.547473508864641e-13,0.0,0.4271,9407.003413283419,9364.34072405846
2025-04-22,00:50-01:00,546.0415340960982,546.0415340960982,0.0,26.263465903901672,1.1368683772161603e-13,0.0,0.4285,9364.34072405846,9335.159095276347
2025-04-22,01:00-01:10,585.0823666666666,585.0823666666666,8.43383333333299,0.0,0.0,2.2737367544323206e-13,0.4311,9335.159095276347,9342.749545276347
2025-04-22,01:10-01:20,652.2961666666664,652.2961666666664,73.73533333333398,0.0,9.094947017729282e-13,0.0,0.4302,9342.749545276347,9409.111345276347
2025-04-22,01:20-01:30,644.1082767697329,644.1082767697329,66.81494343640023,0.0,6.821210263296962e-13,0.0,0.4279,9409.111345276347,9469.244794369108
2025-04-22,01:30-01:40,585.6217833333334,585.6217833333334,0.0,9.198250000000554,0.0,6.821210263296962e-13,0.4312,9469.244794369108,9459.02451659133
2025-04-22,01:40-01:50,619.9358195466449,619.9358195466449,16.38280287997784,0.0,0.0,4.547473508864641e-13,0.4333,9459.02451659133,9473.76903918331
2025-04-22,01:50-02:00,627.4983333333336,627.4983333333336,27.684999999999288,0.0,0.0,9.094947017729282e-13,0.4311,9473.76903918331,9498.685539183309
2025-04-22,02:00-02:10,597.8489288812299,597.8489288812299,0.0,6.418454452104197,0.0,7.958078640513122e-13,0.4293,9498.685539183309,9491.553923125415
2025-04-22,02:10-02:20,597.1648667007104,597.1648667007104,6.7307500340434165,0.0,0.0,2.2737367544323206e-13,0.4324,9491.553923125415,9497.611598156054
2025-04-22,02:20-02:30,634.6466666666666,634.6466666666666,64.27833333333385,0.0,5.684341886080801e-13,0.0,0.4367,9497.611598156054,9555.462098156055
2025-04-22,02:30-02:40,610.439500947172,610.439500947172,22.906134280504677,0.0,0.0,5.684341886080801e-13,0.4348,9555.462098156055,9576.077619008509
